,Company_Brand,Founded,HeadQuarter,Sector,What_it_does,Founders,Investor,Amount,Stage,Funded_year,Founded_before_2014
378,Dunzo,2015.0,Bangalore,Delivery service,Dunzo is a hyper-local delivery app that connects users to the nearest delivery partner.,"Ankur Aggarwal, Dalvir Suri, Kabeer Biswas, Mukund Jha","Lightbox, Evolvence India Fund",40000000.0,Series E,2021,False
379,BeyondSkool,2020.0,Mumbai,EdTech,BeyondSkool is a live upskilling platform for kids,Payal Gaba,Tomorrow Capital,2000000.0,Seed,2021,False
380,Mindler,2015.0,New Delhi,EdTech,Mindler is a career counseling company that provides career development guidance counseling services for students.,Prateek Bhargava,"Inflection Point Ventures, DLabs",1000000.0,Pre-series A,2021,False
381,Fashinza,2020.0,Gurgaon,B2B Manufacturing,Fashinza is a B2B manufacturing marketplace that solves apparel/fashion supply chain challenges.,"Abhishek Sharma, Pawan Gupta","Accel Partners, Elevation Capital",2600000.0,Seed,2021,False
382,BharatPe,2018.0,New Delhi,FinTech,BharatPe develops a QR code-based payment app for offline retailers and businesses.,"Ashneer Grover, Shashvat Nakrani","InnoVen Capital, Steadview Capital",6000000.0,Debt,2021,False
383,Turnip,2020.0,Bangalore,Gaming,Turnip is a live game streaming and community platform.,"Aditya Sharma, Pooja Dubey",Elevation Capital,1600000.0,Seed,2021,False
384,Furlenco,2012.0,Bangalore,Home Decor,Furlenco is a subscription-based furniture rental platform that allows users to rent furniture on a monthly basis.,Ajith Karimpana,BlackSoil Capital,2000000.0,Seed,2021,True
385,Inficold,2015.0,New Delhi,Solar,Provide uninterrupted and affordable cooling for refrigeration,"Himanshu Pokharna, Nitin Goel",Shell Foundation,900000.0,Pre-series A,2021,False
386,KIWI,2020.0,New Delhi,TaaS startup,"A peer to peer support network, which would enable billions of users across the world","Imran Ladiwala, Mishu Ahluwalia","PointOne Capital, Core91 VC",250000.0,Seed,2021,False
387,Digit Insurance,2016.0,Bangalore,FinTech,Digit Insurance is a financial services company that general insurance services.,Kamesh Goyal,"A91 Partners, Faering Capital",3500000.0,Seed,2021,False
388,BharatPe,2018.0,New Delhi,FinTech,BharatPe develops a QR code-based payment app for offline retailers and businesses.,"Ashneer Grover, Shashvat Nakrani","InnoVen Capital, Steadview Capital",10000000.0,Debt,2021,False
389,MFine,2017.0,Bangalore,Health care,Mfine is an health-tech startup that offers an AI-powered online doctor consultation app.,"Ajit Narayanan, Ashutosh Lawania, Prasad Kompalli","Blockchain Capital, SBI Ven Capital",16000000.0,Seed,2021,False
390,Udayy,2019.0,Gurgaon,EdTech,Interactive learning platform for kids,"Saumya Yadav, Mahak Garg, Karan Varshney",Alpha Wave Incubation,2500000.0,Seed,2021,False
391,Lohum,2017.0,Noida,EV startup,Lohum manufactures lithium-ion battery packs and recovers critical battery materials from used lithium-ion batteries through recycling.,Rajat Verma,"Baring Private Equity Partners India, Talbros",7000000.0,Seed,2021,False
392,Darwinbox,2015.0,Hyderabad,HR Tech,Darwinbox is an end-to-end enterprise HR software that enables enterprises to automate entire employee lifecycle in one HR platform.,"Chaitanya Peddi, Jayant Paleti, Rohit Chennamaneni","Sequoia Capital India, 3one4 Capital",15000000.0,Seed,2021,False
393,DeHaat,2012.0,Patna,AgriTech,DeHaat connects farmers to suppliers and buyers on a single platform.,"Shashank Kumar, Manish Kumar","Prosus Ventures, RTP Global",30000000.0,Series C,2021,True
394,Samunnati,2014.0,Chennai,AgriTech,Samunnati is a specialized agriculture value chain enabler providing innovative and customized financial and non-financial solutions.,Anil Kumar,"U.S. International Development Finance Corp, responsAbility",10000000.0,Debt,2021,False
395,Biconomy,2019.0,New Delhi,Blockchain startup,Biconomy is a technology company building transaction infrastructure for next-generation Web 3 applications.,"Ahmed Al-Balaghi, Aniket Jindal, Sachin Tomar","Binance Labs, Zee Prime Capital",1500000.0,Seed,2021,False
396,True Elements,2011.0,Pune,Food and Beverages,"Committed to improving the quality of life, True Elements provides food that is packed with the goodness of nature!","Puru Gupta, Sreejith Moolayil",RP-Sanjiv Goenka Group,1000000.0,Seed,2021,True
397,Siply,2020.0,Bangalore,FinTech,Siply Services operates as a micro-savings platform.,Sousthav Chakrabarty,Inflection Point Ventures,1000000.0,Seed,2021,False
398,Nao Spirits & Beverages Pvt Ltd,2016.0,New Delhi,Beverages,India's first Craft Gin company,Anand Virmani,Unknown,2000000.0,Series A,2021,False
399,PurpleTutor,2019.0,Mumbai,EdTech,PurpleTutor is the only coding platform that mandates every teacher to have a formal Computer Science degree,"Gaurav Perti, Yatish Gupta",IvyCap Ventures,300000.0,Seed,2021,False
400,Karkhana.io,2018.0,Mumbai,Manufacturing startup,Karkhana.io is an on-demand manufacturing platform with a vision of digitalizing manufacturing.,Sonam Motwani,Zone Startups In,1500000.0,Seed,2021,False
401,SSA Finserv,2019.0,Mumbai,FinTech,Small businesses-focused non-banking lender,Vikas Agarwal,Blue Ashva Capital,3000000.0,Seed,2021,False
402,CoinSwitch Kuber,2017.0,Bangalore,Cryptocurrency,Coinswitch.co is a cryptocurrency exchange aggregator platform.,"Ashish Singhal, Govind Soni, Vimal Sagar Tiwari","Ribbit Capital, Kunal Shah",15000000.0,Series A,2021,False
403,Paperfly,2016.0,Bangalore,E-commerce,Paperfly is an e-commerce fulfillment and nationwide delivery solution in Bangladesh,"Shahriar Hasan, Md Razibul Islam, Rahath Ahmed, Shamsuddin Ahmed",Ecom Express,11000000.0,Seed,2021,False
404,Infra.Market,2016.0,Thane,E-commerce,Infra.Market is an online procurement marketplace for every category of materials and products needed for building projects.,"Souvik Sengupta, Aaditya Sharda",InnoVen Capital,6000000.0,Debt,2021,False
405,ReadyAssist,2018.0,Bangalore,Vehicle repair startup,"ReadyAssist is one of the India's leading 24/7 roadside assistance, breakdown support, towing and repairs provider for both Bikes & Cars.",Vimal Singh SV,Satish Grampurohit,1000000.0,Seed,2021,False
406,Chalo,2014.0,Mumbai,IT,Chalo is a free app that tracks buses live and tells you what time your bus will reach your stop.,"Mohit Dubey, Nikhil Aggarwal","Amit Singhal, Raine Ventures",7000000.0,Seed,2021,False
407,Udaan,2016.0,Bangalore,E-commerce,"Udaan is a B2B trade platform that brings manufacturers, traders, retailers, and wholesalers into a single platform","Amod Malviya, Sujeet Kumar, Vaibhav Gupta","Octahedron Capital, Moonstone Capital",280000000.0,Seed,2021,False
408,Unacademy,2015.0,Bangalore,EdTech,Unacademy is an online learning platform providing educational content such as video lectures and examinations.,"Gaurav Munjal, Hemesh Singh, Roman Saini, Sachin Gupta","Tiger Global, Dragoneer Investment Group, Steadview Capital, General Atlantic",50000000.0,Seed,2021,False
409,Ergos,2012.0,Samsitpur,AgriTech,Ergos is building an integrated supply chain platform that enables farmers to convert their grains to digital assets.,"Kishor Kumar Jha, Praveen Kumar","CDC Group, Aavishkaar Venture Capital",3000000.0,Series A,2021,True
410,Bolkar,2018.0,Bangalore,Social network,Bolkar App is an Audio Based Q&A platform for the Next Billion Users.,"Abhishek Tripathi, Dhruv Kaushal, Prince Tripathi, Saurabh Rai","GSF, Pras Hanuma",3500000.0,Seed,2021,False
411,Wright Research,2019.0,Mumbai,Advisory firm,Quantitative Investment Management and Research,Sonam Srivastava,"Ajat Hukkoo, Piyush Chaplot",3500000.0,Pre-seed,2021,False
412,Knocksense,2016.0,Lucknow,Media,Knocksense which owns and operates an eponymous digital content platform.,"Varul Mayank, Vibhore Mayank, Vibhore Mayank","Mumbai Angels, Amitesh Pandey",200000.0,Seed,2021,False
413,Pariksha,2015.0,Pune,EdTech,"Pariksha - The Sucess App, India's largest vernacular test preparation company for the mobile 1st internet users of India","Deepak Choudhary, Karanvir Singh Shekhawat, Utkarsh Bagri, Vikram Shekhawat","Venture Catalysts, 9Unicorns Accelerator Fund",1800000.0,Seed,2021,False
414,Toothsi,2018.0,Mumbai,Healthcare,ToothSi is a new age startup in the dental space providing smile correction services at home.,"Dr Arpi Mehta, Dr Pravin Shetty, Dr Manjul Jain, Dr Anirudh Kale",Think Investments,5000000.0,Series A,2021,False
415,Jumbotail,2015.0,Bangalore,Food and Beverages,"Jumbotail is solving an important problem of organising food and grocery ecosystem in India through technology, data science and design.","Ashish Jhina, Karthik Venkateswaran","Nexus Venture Partners, 23 High Networth Individuals (HNIs)",14300000.0,Series B3,2021,False
416,Phi Commerce,2015.0,Pune,FinTech,"Payments Facilitator, Payments solution provider etc.","Anil Sharma, Jose Thattil, Rajesh Londhe, Tushar Shankar","Yatra Angel Network, BEENEXT",4000000.0,Series A,2021,False
417,Zupee,2018.0,Gurgaon,Gaming,Zupee is a skill-based gaming app that enables its users to play against each-other live,"Dilsher Singh Malhi, Siddhant Saurabh","Orios Venture Partners, Matrix Partners India",10000000.0,Seed,2021,False
418,Oneiric Gaming,2020.0,Chandigarh,Gaming,Oneiric Gaming connects to fellow dreamers around the globe over cult favorite games like Bluff and Cricket.,Avneet Singh,Trishneet Arora,3500000.0,Seed,2021,False
419,Finsall,2019.0,Bangalore,Insuretech,Finsall provides Insurance Premium Financing,"Prabal Khanna, Tim Mathews",Unicorn India Ventures,300000.0,Seed,2021,False
420,Legalwiz.in,2015.0,Ahmedabad,Legaltech,"LegalWiz.in is committed to provide high quality professional services for small businesses, start-up entrepreneurs and individuals.","Shrijay Sheth, Gaurav Barot",ContCentric,500000.0,Seed,2021,False
421,Practically,2018.0,Telangana,EdTech,"Making Learning personal, immersive and experiental",Subbarao Siddabattula,Siana Capital,4000000.0,Pre-series B,2021,False
422,Cred,2018.0,Bangalore,FinTech,CRED is a Bengaluru-based fintech startup that offers rewards for customers who use its platform to pay their credit card bills.,Kunal Shah,"DST Global, General Catalyst",81000000.0,Series C,2021,False
423,Devic Earth,2018.0,Bangalore,Pollution control equiptment,"State-of-the-art air pollution control equipment to improve air quality across buildings, industries, and cities.",Dr Srikanth Sola,Blue Ashva Capital,1000000.0,Seed,2021,False
424,Zerone,2018.0,Gurgaon,FinTech,"Convert smartphones into a POS machine using our ZUP proximity payment technology, with no additional hardware and no need for NFC.",Jaijit Bhattacharya,Anthill Ventures,1300000.0,Pre-series A,2021,False
425,boAt,2016.0,Mumbai,Fashion & Lifestyle,boAt is a lifestyle brand that deals in fashionable consumer electronics.,"Aman Gupta, Sameer Mehta","InnoVen Capital, InnoVen Capita",100000000.0,PE,2021,False
426,Pocket Aces,2013.0,Mumbai,Media,Pocket Aces is a digital entertainment company focused on mobile video.,"Anirudh Pandita, Aditi Shrivastava, Ashwin Suresh","3one4 Capital, DSP Group",2000000.0,Seed,2021,True
427,Kyt,2020.0,Bangalore,EdTech,"An online-first, global academy for extracurricular learning | Private & small group online classes for kids","Bhavik Rathod, Tripti Ahuja",Alpha Wave Incubation,5000000.0,Series A,2021,False
428,iMumz,2019.0,Bangalore,Healthcare,"iMumz empowers pregnant mothers to deliver healthy, happy, and intelligent babies through a positive lifestyle.","Dr Jaideep Malhotra, Rajesh Jagasia, Ravi Teja Akondi, Mayur Dhurpate","Enzia Ventures, AngelList",300000.0,Seed,2021,False
429,BharatPe,2018.0,New Delhi,FinTech,BharatPe develops a QR code-based payment app for offline retailers and businesses.,"Ashneer Grover, Shashvat Nakrani","Steadview Capital, Insight Partners",8200000.0,Debt,2021,False
430,CropIn,2010.0,Bangalore,AgriTech,CropIn is a leading AI and Data-led agri-tech organization that provides SaaS solutions to agribusinesses globally using deep learning.,Krishna Kumar,"Invested Development, Pratithi Investment Trust",20000000.0,Series C,2021,True
431,Vanity Wagon,2018.0,Haryana,Cosmetics,"Vanity Wagon is India’s #1 Natural Organic Beauty Marketplace. Buy Ayurvedic Natural Beauty Products in India for skin, hair & body care.",Prateek Ruhail,"Dhianu Das, Agility Venture Partners",200000.0,Seed,2021,False
432,Oyo,2012.0,Gurgaon,Hospitality,OYO operates a branded network of hotels designed to offer standardized stay experiences.,Ritesh Agarwal,Hindustan Media Venture,7000000.0,Series F1,2021,True
433,Agri10x,2018.0,Pune,AgriTech,Agri10x integrates the entire Agri value-chain through a digital cooperative platform by harnessing emerging technologies,"Abhijith Naraparaju, Pankajj P. Ghode, Sundeep Bose",Omnivore,3500000.0,Seed,2021,False
434,BlackSoil,2016.0,Mumbai,FinTech,Blacksoil Advisory is an independent boutique advisory firm.,Ankur Bansal,Awign Enterprises,4000000.0,Seed,2021,False
435,HobSpace,2019.0,Mumbai,EdTech,HobSpace is a platform for extra-curricular activities online and offline for kids between 3-14 years.,"Priya Goel Sheth, Harsh Jain","Siddharth Bhaskar Shah, Upsparks",100000.0,Pre-series A1,2021,False
436,DcodeAI,2020.0,New Delhi,EdTech,EMPOWER LEARNERS TO BE FUTURE READY USING AI,"Kartik Sharma, Ashish Aggarwal",S Chand,500000.0,Seed,2021,False
437,Biocon Biologics,1978.0,Bangalore,BioTechnology,"Biocon is a fully integrated pure play biosimilars organization, globally engaged in developing high quality affordable biosimilars.",Kiran Mazumdar-Shaw,"Goldman Sachs, Tata Capital",70000000.0,Seed,2021,True
438,KiranaKart,2020.0,Mumbai,E-commerce,A better model for instant grocery delivery in India.,"Kaivalya Vohra, Aadit Palicha",Global Founders Capital,720000.0,Pre-seed,2021,False
439,Meddo,2018.0,Gurgaon,Healthcare,Meddo is an end-to-end medical services provider,Saurabh Kochhar,"growX ventures, Venture Gurukool",3000000.0,Pre-series A,2021,False
440,SP Robotic Works,2012.0,Chennai,EdTech,An innovative place to explore next-generation technologies for students and all tech enthusiasts.,"Sneha Priya, Pranavan S",Mount Judi India Growth Fund,3000000.0,Series A,2021,True
441,3SC,2018.0,Gurugram,Logistics,An end-to-end supply chain analytics company that provides execution and analytics solutions which are comprehensive and customized.,"Lalit, Sarita Das",GEF Capital’s South Asia Fund,15000000.0,Series B,2021,False
442,Chai Waale,2018.0,Chennai,Food & Beverages,"A wide range of exotic flavoured chai, in the most hygienic ambience at pocket-friendly prices.",Vidur Maheswari,"Sunil Sethia, Sunil Kumar Singhvi, Manish Mardia",600000.0,Seed,2021,False
443,Minimalist,2020.0,Jaipur,Cosmetics,Affordable skincare for all,"Mohit, Rahul Yadav",Sequoia Capital,10000000.0,Series A,2021,False
444,Biconomy,2019.0,New Delhi,Blockchain,Developer platform to enable a simplified transaction and onboarding experience for Web3 projects,"Aniket Jindal, Sachin Tomar","Mechanism Capital, DACM",9000000.0,Seed,2021,False
445,Fixcraft,2018.0,Gurugram,Automotive,India's Most Trusted Automotive Repair Brand,"Vivek Sharma, Abhishek Goyal, Inderjeet Rao",Unknown,1000000.0,Pre-series A,2021,False
446,Slice,2016.0,Bangalore,Financial Services,"Slice is India's best credit card challenger to pay bills, manage expenses, and unlock rewards",Rajan Bajaj,"Northern Arc Capital, Niyogin Fintech Limited, Credit Saison India, Vivriti Capital",10000000.0,Seed,2021,False
447,90+ My Tuition App,2015.0,Bangalore,EdTech,Daskalos Virtual Academy Pvt Ltd is a company set up by a group of professionals who perform innovative work in management.,Vingish Vijay,Pearl Investment LLC,5000000.0,Series A,2021,False
448,Wasabi,2021.0,Bangalore,Consulting,Help small businesses grow their sales via our customer interaction and growth platform.,"Pradeep Dodle, Nikhil Goenka","021 Capital, Sparrow Capital",1800000.0,Seed,2021,False
449,Strata,2019.0,Bangalore,Real Estate,Strata is an innovative tech-driven platform redefining Fractional Investments in Premium Commercial Real Estate,"Sudarshan Lodha, Priyanka Rathore","Kotak Investment Advisors Limited, Gruhas Proptech",6000000.0,Series A,2021,False
450,Ourbetterplanet,2020.0,Bangalore,E-commerce,A curated online marketplace for all things sustainable!,Pallavi Srivastava,VANS Group,300000.0,Seed,2021,False
451,Murf.ai,2020.0,Bangalore,SaaS startup,"Murf AI is working on simplifying voice audio and making high-quality voice overs accessible to everyone, using artificial intelligence.","Sneha Roy, Ankur Edkie, Divyanshu Pandey",Elevation Capital,1500000.0,Seed,2021,False
452,JetSynthesys,2014.0,Pune,Media,"JetSynthesys is the group's most innovative company in the promising Digital and Technology Business World with a vision to create world class digital products, platforms and services in India",Rajan navani,Sachin Tendulkar,2000000.0,Seed,2021,False
453,MYFITNESS,2019.0,Silvassa,Fitness,"A new age D2C health & fitness brand with a mission to deliver products that taste good, feel good and do good.","Mohammad Patel, Rahil Virani",9Unicorns,1000000.0,Seed,2021,False
454,I am Love,2020.0,Mumbai,Healthcare,"I am Love came into existence in early 2020, with the aim of redefining the relationship we have with our health.",Shilpa Rathi,Xentel Investments,4000000.0,Seed,2021,False
455,MyGlamm,2015.0,Mumbai,D2C,MyGlamm is India’s fastest growing direct-to-consumer beauty brand.,"Darpan Sanghvi, Priyanka Gill",Accel Partners,40000000.0,Seed,2021,False
456,Gumlet,2019.0,Bangalore,IT,Gumlet has built a new-age media delivery infrastructure that provides low code or no-code integration plugins that automate the entire media publishing pipeline.,"Divyesh Patel, Aditya Patadia",Sequoia’s Surge,1600000.0,Seed,2021,False
457,Eloelo,2015.0,Bangalore,Gaming,Creator-led Social Gaming & Live Streaming Platform,"Saurabh Pandey, Akshay Dubey","Waterbridge, Lumikai",2000000.0,Pre-series A,2021,False
458,Edukemy,2020.0,Noida,EdTech,"Edukemy is the first EdTech company in the country, in the non –STEM segment, offering an immersive learning experience to the students, supported by cutting-edge technology and an AI-based evaluation system.",Chandrahas Panigrahi,"Auxano, Falcon5",2000000.0,Pre-series A,2021,False
459,Zingbus,2019.0,Gurugram,Mobility,Zingbus is a renowned brand in the bus operating industry.,"Mratunjay, Prashant Kumar, Ravi Kumar Verma",Infoedge ventures,5000000.0,Pre-series A,2021,False
460,NewsReach,2018.0,Ahmedabad,Media,NewsReach is a Mumbai based company that wants to create a disruptive ecosystem of original and local news content.,"Soniya Kundnani, Darshan Shah",JITO Angel Network,300000.0,Seed,2021,False
461,Pencilton,2017.0,Hyderabad,FinTech,"India's first app for kids & teens to manage and spend pocket money while learning about money in a fun, gamified way.","VishwajitPureti, Ashish Singh, Pallavi Tipparaju, Viraj Gadde",Jupiter,330000.0,Pre-seed,2021,False
462,Bandhoo,2020.0,Gurugram,IT,"Bringing ease of eCommerce to Construction for builders, infrastructure companies, contractors and workers","Prashant Gupta, Sridhar Sundaram",Unitus Ventures,1000000.0,Seed,2021,False
463,ixigo,2007.0,Gurugram,IT,"AI-based travel app offering seamless planning and booking for flights, trains, buses, hotels and more!","Rajnish Kumar, Aloke Bajpai","GIC, Infoedge",53000000.0,Seed,2021,True
464,The Whole Truth,2019.0,Mumbai,Food & Beverages,"Believe simple, homely ingredients, minimally processed, are the secret to nutritious, tasty food",Shashank Mehta,Sequoia Capital,6000000.0,Series A,2021,False
465,Insane AI,2021.0,Bangalore,Fitness,Mainstream fitness formats are a primitive solution to the modern problems of a sedentary lifestyle.,"Anurag Mundhada, Jayesh Hannurkar, Sourabh Agrawal",pi Ventures,800000.0,Seed,2021,False
466,Learn4o Technology,2020.0,Jaipur,E-learning,"Trying to solve the problem of unemployment in young graduates, who, despite having college degrees, don't have the skills for the real world.",Kamal Kant Gupta,IAN,3500000.0,Seed,2021,False
467,Droom,2014.0,Gurugram,Automobile,"Droom is an AI and data science driven online transactional platform, which offers 21st century experience in buying & selling used & new automobiles in India",Sandeep Aggarwal,Unknown,200000000.0,Seed,2021,False
468,Skymet,2003.0,Noida,Environmental Services,Provide services that allow clients to understand and organize themselves around changing environment.,Yogesh Patil,"Northern Arc, Caspian Impact Investments",1000000.0,Seed,2021,True
469,Go Swift,2019.0,Bangalore,Consumer Services,Help small & medium sized businesses to grow by helping them with their shipping requirements at the cheapest and most reliable service.,"Shyam Kalita, Debanshu Sinha, Prayas Mittal",Kalaari Capital,2000000.0,Pre-series A,2021,False
470,Mamaearth,2016.0,Gurugram,Healthcare,A brand which develops products from world-class research and attempts to solve every little problem that we as parents face.,"Varun Alagh, Ghazal Alagh",Sofina Ventures SA,50000000.0,Seed,2021,False
471,G.O.A.T,2021.0,Bangalore,D2C,G.O.A.T Brand Labs provides a tech-enabled platform for D2C brands to scale.,"Rishi Vasudev, Rameswar Misra","Tiger Global, Flipkart Ventures",36000000.0,Series A,2021,False
472,Keeros,2017.0,Lucknow,Food & Beverages,"Keeros Roasted Supersnacks that are Healthy for All, Safe for Diabetics.","Sachin Sahni, Simran Sahni",Venture Catalysts,3500000.0,Pre-series A,2021,False
473,ReDesyn,2016.0,Mumbai,Merchandise,"Merchandise drop-shipping platform for influencers, designers, creators & brands.","Smriti Dubey, Shikhar Vaidya",Anthill Ventures,300000.0,Pre-series A,2021,False
474,Inspacco,2019.0,Pune,Facilities Services,"For residential commercial and industrial establishments , Inspacco is a one stop solution , that delivers affordable improvement and maintenance services","Sanket Nerkar, Paresh Kotkar",Unknown,200000.0,Seed,2021,False
475,Knorish,2016.0,Gurugram,EdTech,"Saas platform offers a feature packed platform enables businesses, experts, professionals, artists, instructors, specialists, coaches, people seeking work from home opportunities","Rakhi Wadhwa, Kinner N Sacchdev","Inflection Point Ventures, Rockstud Capital, Pentathlon Ventures, Prophetic Ventures syndicate",1000000.0,Pre-series A,2021,False
476,Dozee,2015.0,Bangalore,Healthcare,"Dozee is India's only contactless health monitor that silently tracks your heart, respiration, sleep patterns, stress levels, cardiac contractions, apnea and more while you sleep.","Mudit Dandwate, Dandwate",Prime VP,5000000.0,Series A,2021,False
477,BlackBuck,2015.0,Bangalore,Logistics & Supply Chain,BlackBuck marks the beginning of a new path in trucking. A path that is organized and makes trucking simple for every shipper and trucker.,"B Ramasubramanian, Chanakya Hridaya, Rajesh Yabaji","Tribe Capital, IFC Emerging Asia Fund, VEF",67000000.0,Series E,2021,False
478,Mailmodo,2020.0,Bangalore,Marketing & Advertising,Mailmodo is a complete email marketing solution enabling users to create and send app-like interactive emails to improve email conversions.,"Aquibur Rahman, Apurv Gupta, Devyesh Tandon","Sequoia’s Surge, Y Combinator",2000000.0,Seed,2021,False
479,SuperBeings,2019.0,Bangalore,Computer software,"Continuous Leadership Development & Employee Engagement platform. Improve Leadership, Culture and Experience real-time.","Yasharth Mishra, Gaurav Bhawnani, Kunal Mishra",Endiya Partners,3500000.0,Seed,2021,False
480,NirogStreet,2018.0,New Delhi,Healthcare,Nirogstreet as a concept is working to make #Ayurveda first call of treatment.,Ram N Kumar,"Gokul Rajaram, Pureland Venture, Wavemaker Partners",2500000.0,Series A,2021,False
481,Hyreo,2016.0,Thiruvananthapuram,Human Resources,Hyreo stands for delivering a ‘customer-like’ experience for candidates throughout the recruiting process.,"Arun Satyan, Mahesh Raju, Sreenath N",Callapina Capital,3500000.0,Pre-series A,2021,False
482,GODI Energy,2020.0,Hyderabad,Automotive,GODI is a technology innovation organization focused on the design and manufacturing of green energy storage solutions.,Mahesh Godi,Blue Ashva Capital,3500000.0,Seed,2021,False
483,Even,2020.0,Bangalore,Healthcare,One monthly subscription to cover all your healthcare needs.,"Mayank Banerjee, Matilde Giglio, Alessandro Davide Ialongo",Khosla Ventures,5000000.0,Seed,2021,False
484,Captain Fresh,2019.0,Bangalore,Logistics,A B2B marketplace leveraging technology to deliver the fastest harvest-to-retail in the industry.,Utham Gowda,"Accel Partners, Matrix India",12000000.0,Series A,2021,False
485,Otipy,2020.0,Gurugram,Food & Beverages,Otipy helps the farmer to deliver farm fresh vegetables & fruits at doorstep.,Varun Khurana,"Omidyar Network India, Innoven Capital",10200000.0,Series A,2021,False
486,Lenskart,2008.0,Faridabad,Eyewear,India's fastest growing eyewear company and largest eyewear company online.,Peyush Bansal,"Temasek, Falcon Edge",220000000.0,Seed,2021,True
487,Eka.care,2020.0,Bangalore,Healthcare,A digitally enabled and connected healthcare ecosystem for better health outcomes.,Vikalp Sahni,"Deep Kalra, Ashish Kashyap, Rajesh Magow",4500000.0,Seed,2021,False
488,Braingroom,2015.0,Chennai,EdTech,"BrainGroom is an online marketplace for educational, recreational & wellness classes with defined target segment, quantifiable outcomes & specified time duration.","Madhula Sathyamoorthy, Naliene Ramasamy, Kalaiarsi Periasamy","IAN, Social Alpha, Startup Oasis",200000.0,Seed,2021,False
489,Edvizo,2017.0,Bangalore,Consumer Services,"Edvizo is an online marketplace to help students and parents find, compare and enroll in the best and trusted private institutes in their locality",Ravi Nishant,Inflection Point Ventures,1000000.0,Pre-series A,2021,False
490,Credenc,2017.0,New Delhi,FinTech,An education loan platform to finance meritorious students for the college expenses by underwriting future employability,Avinash Kumar,Capital India,25000000.0,Seed,2021,False
491,GlobalBees,2021.0,New Delhi,D2C Business,Globalbees partners with entrepreneurs who have built an online-first business.  Our team scales up D2C businesses in India and abroad.,Nitin Agarwal,"FirstCry, Lightspeed Venture Partners",150000000.0,Series A,2021,False
492,Spinny,2015.0,Gurugram,Automotive,Spinny is a new age used car end-to-end platform in India.,"Niraj Singh, Mohit Gupta, Ramanshu Mahaur",Tiger Global,108000000.0,Series D,2021,False
493,Mynvax,2017.0,Bangalore,Biotechnology,Mynvax is a pre-clinical stage vaccine biotechnology. Current develop programs include a recombinant vaccine for human influenza and COVID19.,"Dr Raghavan Varadarajan, Dr Gautham Nadig","Accel, LetsVenture, 1Crowd",4000000.0,Series A,2021,False
494,RiseBird,2018.0,Pune,Human Resources,RiseBird provides on-demand 2.5K + expert video interviews and A.I. powered insights to help companies hire online.,Ashutosh Seth,SAB Holdings,500000.0,Seed,2021,False
495,Uvi Health,2020.0,Bangalore,Healthcare,Digital health platform delivering personalized care for women’s sexual and reproductive health concerns,Mehak Malik,Titan Capital,330000.0,Pre-seed,2021,False
496,Vegrow,2020.0,Bangalore,Farming,Vegrow is in the business of fresh fruits & vegetables with addressable market size of $43 Billion.,"Praneeth Kumar, Shobhit Jain, Mrudhukar Batchu, Kiran Naik","Lightspeed Venture Partners, Elevation Capital",13000000.0,Seed,2021,False
497,Automovill,2015.0,Bangalore,Automotive,"Automovill is a unique platform to aggregate automobile service providers, where we connect vehicle owners with all kind of automobile service providers under one roof.","Mridu Mahendra Das, Chinmay Baruah",Mumbai Angels Network,500000.0,Seed,2021,False
498,NFTically,2021.0,Gurugram,NFT Marketplace,"NFT Marketplace to buy or sell NFT tokens in minutes or set up your own NFT store, website, a storefront in minutes.",Toshendra Sharma,Jayanti Kanani,3500000.0,Seed,2021,False
499,HealthifyMe,2012.0,Bangalore,Healthcare,HealthifyMe is a revolutionary health and fitness application that is on a mission to transform a billion lives!,"Tushar Vashisht, Sachin Shenoy","LeapFrog, Khosla Ventures",75000000.0,Series C,2021,True
500,GalaxyCard,2017.0,Gurugram,FinTech,GalaxyCard is a mobile based Instant Credit Card.,Amit Kumar,JITO Angel Network,450000.0,Seed,2021,False
501,Bella Vita Organic,2018.0,Gurugram,Healthcare,Bella Vita Organic or ‘The Good Life’ is dedicated to creating handcrafted and organic beauty solutions inspired by the natural elements of the earth and age old beauty best practices.,Aakash Anand,Ananta Capital,10000000.0,Seed,2021,False
502,SmartCoin,2016.0,Bangalore,FinTech,India's Most Preferred Instant Loan App,"Jayant Upadhyay, Amit Chandel, Rohit Garg","Northern Arc, Vivriti Capital",10000000.0,Seed,2021,False
503,CareerNinja,2017.0,Mumbai,EdTech,"Careerninja Is A Funded, Early-stage Ed-tech Venture Building A Personalized Learning Platform To Help People Achieve Their Career Goals",Shronit Ladhaniai,Unitus Ventures,3500000.0,Seed,2021,False
504,MYSUN,2016.0,New Delhi,Solar,"India's Largest Online Rooftop Solar Platform for SMEs, Industries & Homes",Gagan Vermani,TATA Cleantech Capital,2000000.0,Seed,2021,False
505,Sea6 Energy,2010.0,Bangalore,Biotechnology,"Sea6 Energy envisions a future where the abundant oceans will be our biomass farms of tomorrow - to provide solutions in energy, agriculture and food.","Sailaja Nori, Nelson Vadassery, Sowmya Balendiran, Shrikumar Suryanarayan",Aqua-Spark,9000000.0,Series B,2021,True
506,Beco,2018.0,Mumbai,Consumer Goods,"Eco-friendly home and kitchen care products that are plastic-free, high in quality and affordable.","Aditya Ruia, Akshay Varma, Anuj Ruia",Climate Angels Fund,500000.0,Seed,2021,False
